created_at,account,id,text,time_bin
2022-05-21 01:12:12.509000+00:00,realDonaldTrump,1.08337E+17,"Congressman Ben Cline is a phenomenal Representative of the people of Virginia’s 6th Congressional District.During my Administration, Ben was a Warrior for Truth, working with @JimJordan on the Judiciary Committee to combat the Russia, Russia, Russia Hoax. A strong ally of our America First agenda, Ben is fighting hard to Secure our Border, Stop Illegal Immigration, Restore our Energy Independence, Protect Life, and Defend the Second Amendment.Ben Cline has my Complete and Total Endorsement!",0
2022-05-21 01:54:45.835000+00:00,realDonaldTrump,1.08337E+17,"RT @ThePositivePatriot#BREAKING: Robby Mook, former Campaign Manager for Hillary Clinton testified in Federal court saying Clinton “personally approved” leaking the bogus Russia-Collusion story to reporters (while they knew it was all made up.)This disclosure marks the first evidence proving Clinton knew about the fake Russia-Collusion story long before the press began reporting on it a mere 8 days before the 2016 Election. Prison time!!! 🇺🇸🇺🇸🇺🇸",0
2022-05-21 02:03:12.549000+00:00,realDonaldTrump,1.08337E+17,"RT @TheDeplorableVeteranHey Truthers. Can you all do me a favor and #RETruth this?Memorial Day is May 30th and there may be some Veterans out there that are struggling. This time of year might bring up bad memories of things us Veterans have experienced. If you see this, and are struggling, PLEASE don’t take a permanent position to a temporary problem. I am here for you. 🇺🇸#VETERANS #veteransfirst #MemorialDay #PTSD #PTSDAWARENESS #PayItForward",0
2022-05-22 16:12:03.333000+00:00,realDonaldTrump,1.08346E+17,"“Hillary Clinton personally approved plan to share Trump-Russia allegation with the press in 2016, campaign manager says” https://www.cnn.com/2022/05/20/politics/hillary-clinton-robby-mook-fbi/index.html",0
2022-05-22 16:12:58.768000+00:00,realDonaldTrump,1.08346E+17,"“Hillary Clinton approved dissemination of Trump-Russian bank allegations to media, campaign manager testifies” https://www.foxnews.com/politics/hillary-clinton-approved-trump-russian-bank-allegations-sussmann-trial",0
2022-05-23 18:10:38.276000+00:00,realDonaldTrump,1.08353E+17,https://www.newsweek.com/donald-trump-warns-republican-candidates-against-crossing-him-1703818,0
2022-05-24 01:33:28.245000+00:00,realDonaldTrump,1.08354E+17,"I never thought, in my wildest imagination, that the United States would be involved in a Nuclear War. Now, however, because of our leaders rhetoric and very poor choice of words, it is perhaps more likely to happen than not. Russia/Ukraine would NEVER have happened under a TRUMP Administration. Now there are fewer cards to play, but still very playable. China up next?",0
2022-05-27 14:17:33.891000+00:00,realDonaldTrump,1.08374E+17,"Compare how great America was just two years ago, with today. No Inflation, the WAR with Russia going into Ukraine would NEVER have happened (zero chance!), $1.87 per gallon gasoline, Energy Independence &amp; soon Energy DOMINANCE - leave Afghanistan with dignity and strength, not surrender, death, and 85 Billion Dollars worth of equipment left to the enemy - a completely REBUILT Military, and with the addition of SPACE FORCE - Biggest Tax and Reg Cuts EVER, historic Jobs numbers, and so much more!",0
2022-05-30 12:08:33.653000+00:00,realDonaldTrump,1.08391E+17,"Isn’t it amazing that despite proof of massive fraud, irregularities and, without question, the FACT that State Legislatures didn’t approve much of the many changes made to the Rules and Regulations of the 2020 Presidential Election (which is unquestionably and absolutely REQUIRED BY LAW!), the the Fake News Media, in a well coordinated unison like has never been seen before, calls it all THE BIG LIE. How wrong they are, and at some point a brilliant, brave, and sturdy JUDGE will step forward!!!",0
2022-05-30 12:21:55.010000+00:00,realDonaldTrump,1.08391E+17,"RT @dannygrandBETWEEN SUPREME COURT LEAKS, MILE HIGH GAS PRICES, A SWISS CHEESE BORDER, RUSSIAN NUCLEAR WAR ON THE HORIZON, A GOVERNMENT OF DISINFORMATION, AND A MANCHURIAN PRESIDENT IN THE W.H. IT’S TIME TO ACT BOLDLY AGAINST THIS ADMINISTRATION IN ANY WAY THAT WE CAN AND FIGHT FOR OUR FREEDOMS FIGHT TO RESTORE JUSTICE AND FIGHT FOR THE RETURN OF OUR RIGHTFUL PRESIDENT DONALD J. TRUMP !!! GOD BLESS AMERICA 🇺🇸 !!!#PatriotsUnite@dbongino @DanScavino @DonaldJTrumpJr @realDonaldTrump @DevinNunes",0
2022-05-30 23:12:40.968000+00:00,realDonaldTrump,1.08393E+17,RT @Sheerglee8️⃣👩‍✈️ ꧁ 𝓢𝓱𝓮𝓮𝓻𝓰𝓵𝓮𝓮’s Flying Express꧂ 🚂💨❤️🤍💙👉Follow all Patriots ❤️🤍💙🇺🇸 ReTruth🦅Comment your handle#Sheerglee #D47 #v25 #TrumpTrainsS🚂@Sheerglee@Blondies@TheExecutioner@BelannF@luvSB1@SweetKatH🛑@Gregpogo35@brneyedgrl@Lara8@TruthTrains@nomandates@kmcpatriotE🚂@akaPR0B0SS@monicasassy@L0ve45@MaysPatriot1@Mazurikl@MickelodooleE🛑@riki7s@mlmccabe@wburn@JLee2027@Shawn814@Cindylee08R🚂@Monty1958@OperationFollow@Boweadroit@theremedy@Lightspeed2121@DeborahFL#v25@jbstewart@Rjda,0
2022-05-30 23:22:57.508000+00:00,realDonaldTrump,1.08393E+17,RT @Leah77Mega MAGA Patriot train 🚂 #trumptrains #Truth #RatPack @Leah77 @carrieksada @Kells9700 @Jasonmcdaris @Kathy2024 @JereMemez@KellyCurrie45 @GregDickens@angelwarrior321@YankeeCowboy4547 @markweltzin@FollowBackGirl @CrankyAmerican@SandPiper28@LauraWins@QPatriot17@2Bella@PatriotRN_1776 @Speedy13@proudpatriot@SweetPeaBelle@Jamierodr14@hopedanielle@RatDog2020@DayanGomez@Carye@majordad@PatriotForChrist@DRETIQUETTE@Rocky4Vets@17WWG1WGA @kmcpatriot,0
2022-05-31 22:49:19.092000+00:00,realDonaldTrump,1.08399E+17,"“Mitt Romney, Elizabeth Warren, other senators send bipartisan letter to Biden urging him to keep Trump’s China tariffs, saying they’re ‘not a driver of today’s inflation’” https://www.marketwatch.com/story/mitt-romney-elizabeth-warren-other-senators-send-bipartisan-letter-to-biden-urging-him-to-keep-trumps-china-tariffs-saying-theyre-not-a-driver-of-todays-inflation-11653591272",0
2022-06-05 00:51:30.556000+00:00,realDonaldTrump,1.08422E+17,"Wow! Peter Navarro, our brilliant Harvard educated White House Trade Official who was by far the toughest advocate for Tariffs, Taxes &amp; powerful Regulations on China, was just handcuffed, shackled, and put into prison because he didn’t obey the orders of the Unselect Committee of political THUGS, many of whom were involved with Impeachment Hoax #1, Impeachment Hoax #2, the Mueller Report Scam and, of course, the now fully debunked RUSSIA, RUSSIA, RUSSIA Con. They’ve gone CRAZY!!!",0
2022-06-05 01:16:54.413000+00:00,realDonaldTrump,1.08422E+17,"Ashley Hinson (@hinsonashley) is a strong voice for the people of Iowa in Congress. The proud mother of two sons, Ashley is a Champion for the American Family.She is fighting hard to Secure our Border, Cut Taxes, Reduce Burdensome Regulations, Promote American Agriculture, and Stop Joe Biden’s War on American Energy.Ashley Hinson is a fierce advocate for our America First agenda, and she has my Complete and Total Endorsement for Iowa’s 2nd Congressional District!",0
2022-06-08 11:31:52.899000+00:00,realDonaldTrump,1.08442E+17,RT @USChinaWatchFormer President Donald Trump sent a letter last week threatening to sue the Pulitzer Committee if they do not withdraw prizes given to journalists from The New York Times and the Washington Post.https://www.theepochtimes.com/trump-threatens-to-sue-pulitzer-committee-for-awarding-russian-collusion-coverage_4506345.html?utm_source=truthsocial&amp;utm_medium=Social&amp;utm_campaign=uschinatruthsocial,0
2022-06-09 12:26:12.421000+00:00,realDonaldTrump,1.08448E+17,"The Unselect Committee of political Thugs, essentially the same group who brought you the now fully debunked and discredited RUSSIA, RUSSIA, RUSSIA HOAX (and many others!), refused to study and report on the massive amount of irrefutable evidence, much of it recently produced, that shows the 2020 Presidential Election was Rigged and Stolen. They want NOTHING to do with that topic because they cannot win on the facts. CANCEL &amp; DENY, call it “THE BIG LIE,” is all they can do. Corrupt Politicians!",0
2022-06-10 11:06:19.375000+00:00,realDonaldTrump,1.08453E+17,"….Bill Barr was a coward who would not let his U.S. Attorney in Philadelphia, where Election Fraud was rampant, to even think about looking at it (see previously posted letter from U.S. Attorney Bill McSwain). I believe that by their inaction, others were told this also!",0
2022-06-10 12:00:08.303000+00:00,realDonaldTrump,1.08453E+17,"Same group that brought you the FAKE, RUSSIA, RUSSIA, RUSSIA HOAX!!!",0
2022-06-11 11:56:12.067000+00:00,realDonaldTrump,1.08459E+17,"Why aren’t the Unselects bringing in the experts, of which there are many, to show how the Election was Rigged &amp; Stolen? The reason can only be that the “Committee” knows it is unable to respond to the facts. They would look like fools on live television. The whole Unselect Scam, just like the RUSSIA, RUSSIA, RUSSIA HOAX, would be exposed. WITCH HUNT!",0
2022-06-14 15:36:34.964000+00:00,realDonaldTrump,1.08477E+17,"RT: https://truthsocial.com/users/EricTrump/statuses/108374492136440897She’s angry and sick. Loves sending our troops to fight and die in countries that don’t even want us to be there, Endless Wars, but never had the guts to fight for Scooter Libby, who “saved” her father and Bush - But I did!",0
2022-06-15 13:49:11.511000+00:00,realDonaldTrump,1.08482E+17,"The Fake News Media won’t challenge the so-called “Big Lie” because they have NO AMMUNITION to do so. They and their Radical Left Democrat Partner, the same people that perpetuated the now fully debunked Russia, Russia, Russia HOAX, are using their standard DISINFORMATION Con to bring our Country down!",0
2022-06-15 14:21:49.077000+00:00,realDonaldTrump,1.08482E+17,"Same thing’s going to happen in Wyoming to Virginia “resident” Liz Cheney, that happened in South Carolina to Congressman “Impeach Master” Tom Rice, who lost as an incumbent by 28 points! To me she is nothing less than a war criminal who has done a TERRIBLE job for the Great State of Wyoming!",0
2022-06-15 20:40:02.225000+00:00,realDonaldTrump,1.08483E+17,"Congressman Clay Higgins (@RepClayHiggins) is a fantastic Representative for Louisiana’s 3rd Congressional District!A former Law Enforcement Officer and U.S. Army Veteran, Clay is fighting to Uphold the Rule of Law, Secure our Border, and Stop Deadly Opioids from Stealing American Lives. Clay Strongly Supports our Great Military and Vets, Defends our Second Amendment, and Champions Energy Independence.Clay Higgins is an America First Warrior, and he has my Complete and Total Endorsement!",0
2022-06-16 14:42:06.021000+00:00,realDonaldTrump,1.08488E+17,"The Fake News Networks are perpetuating lies, falsehoods, and Russia, Russia, Russia type disinformation (same sick people, here we go again!) by allowing the low rated but nevertheless one sided and slanderous Unselect Committee hearings to go endlessly and aimlessly on (and on and on!). It is a one sided, highly partisan Witch Hunt, the likes of which has never been seen in Congress before. Therefore, I am hereby demanding EQUAL TIME to spell out the massive Voter Fraud &amp; Dem Security Breach!",0
2022-06-16 22:45:50.560000+00:00,realDonaldTrump,1.0849E+17,"Congressman Bill Posey (@RepBillPosey) is doing a phenomenal job for the incredible people of Florida’s 8th Congressional District!A Conservative Warrior, Bill has consistently fought to Uphold the Rule of Law, Grow our Economy, Defend the Second Amendment, Support our Veterans and Law Enforcement, and Drain the Swamp.Bill Posey has the experience and respect we need to advance our America First agenda, and he has my Complete and Total Endorsement!",0
2022-06-19 12:42:05.120000+00:00,realDonaldTrump,1.08504E+17,"I am leading in every poll, by a lot, and the Democrats are doing everything they can to change that, even if it’s another Russia, Russia, Russia Hoax, Mueller Scam, Impeachment waste of time, or whatever. The same lying people saying the same kind of thing. I only want to MAKE AMERICA GREAT AGAIN!",0
2022-06-21 02:05:40.070000+00:00,realDonaldTrump,1.08513E+17,"Well, the “crazed” (I’m leading in all the polls!) Democrats are coming at me on all fronts. Even after years of beating them back on their lame-brained and fully debunked schemes of Russia, Russia, Russia,TWO Fake Impeachments, the NO COLLUSION Mueller Report and, to top it all, illegally spying on my campaign (&amp; me!), including while I was in the Oval Office, they are now playing the ridiculous Insurrection Card - Same “sick” people each time. I guess it must be “Trump Derangement Syndrome.”",0
2022-06-22 00:45:04.649000+00:00,realDonaldTrump,1.08518E+17,"RT @NewsMaxFormer President Donald Trump told Newsmax that ''nobody thought it was possible it could go this bad this fast'' in this country, warning President Joe Biden has moved the U.S. toward the possibility of world war.https://www.newsmax.com/newsmax-tv/donald-trump-oil-energy-inflation/2022/06/20/id/1075261/",0
2022-06-27 01:29:40.700000+00:00,realDonaldTrump,1.08547E+17,"Congressman Chris Stewart is a tireless advocate for Utah’s 2nd Congressional District!A retired U.S. Air Force pilot who set world records in flight, Chris knows how to Defend our Country, Support our Brave Veterans, and Ensure Peace Through Strength. In Congress, Chris is working hard to Secure the Border, Protect our Second Amendment, Grow the Economy, and Restore American Energy Independence.Chris Stewart is a Conservative Warrior, and he has my Complete and Total Endorsement!",0
2022-07-02 15:13:57.511000+00:00,realDonaldTrump,1.08578E+17,"Back in September 2020, it was the honor of a lifetime to spend a day with the last surviving World War II Medal of Honor recipient, a True American Hero, Hershel “Woody” Williams.May he Rest In Peace. #TheGreatestGeneration",0
2022-07-04 13:28:23.703000+00:00,realDonaldTrump,1.08589E+17,"Warmongering and despicable human being Liz Cheney, who is hated by the great people of Wyoming (down 35!), keeps saying, over and over again, that HER Fake Unselect Committee may recommend CRIMINAL CHARGES against a President of the United States who got more votes than any sitting President in history. Even the Dems didn’t  know what she was talking about! Why doesn’t she press charges instead against those that cheated on the Election, or those that didn’t properly protect the Capitol?…..",0
2022-07-04 14:20:56.327000+00:00,realDonaldTrump,1.0859E+17,"I know it’s not looking good for our Country right now, with a major War raging out of control in Europe, the Highest Inflation in memory, the worst 6 month Stock Market start in History, the highest Energy Prices EVER, and that is the Good News. Happy Fourth of July!!! ((Don’t worry, We will MAKE AMERICA GREAT AGAIN, and remember, none of these terrible events would have happened if I were President!!!))",0
2022-07-10 02:58:02.826000+00:00,realDonaldTrump,1.08621E+17,"…The Wisconsin voters, and all lawful voters, are injured when the institution charged with administering Wisconsin elections does not follow the law, leaving the results in question.” I hope other States that have been likewise corrupted, are studying the Wisconsin decision. RINOs beware, America is watching!",0
2022-07-10 18:28:48.066000+00:00,realDonaldTrump,1.08624E+17,"…because, after Russia, Russia, Russia, Impeachment Hoax #1, Impeachment Hoax #2, the Mueller “No Collusion” Witch Hunt, and others, they’ve all had it—and our Country has had it too. We all want to see America be Great Again, and these political investigations and made-up fairy tales do exactly the opposite, plus they take up a lot of time, energy, and money…",0
2022-07-10 18:58:18.403000+00:00,realDonaldTrump,1.08625E+17,https://www.rsbnetwork.com/news/trump-rips-debunked-claims-of-russian-collusion-the-conclusion-was-no-collusion/,0
2022-07-12 11:49:56.594000+00:00,realDonaldTrump,1.08634E+17,"Look at the people sitting on the Unselect Committee of Political Hacks and Thugs. Have you seen them before? Yes, they are essentially the same lunatics that drove the Country “crazy” with their lies and made up stories, like RUSSIA, RUSSIA, RUSSIA, and all of the others, who were caught in the act sooo many times, and now they’re just going with this HOAX, which is as true as me trying to strangle a Secret Service Agent from behind in, she said, “the Beast (I wasn’t even in the Beast)!",0
2022-07-19 14:35:31.002000+00:00,realDonaldTrump,1.08675E+17,"Wow! Prosecutors have just dropped all charges against ratings challenged Colbert Show staffers, who entered the Capitol illegally, disregarded police warnings, wouldn’t leave the premises, and were very loud and disruptive late into the evening, with no security present as is mandated by law. These Radical Left lunatics, from a failing show, were treated so differently than the Unselects are treating so many of our great American Patriots. NOT FAIR!",0
2022-07-22 21:14:24.522000+00:00,realDonaldTrump,1.08693E+17,"RT: https://truthsocial.com/users/realDonaldTrump/statuses/108692030781046097This from a legendary coward and “Rat,” John Dean, as interviewed by Fake Tapper on ratings challenged CNN.",0
2022-07-27 10:57:03.177000+00:00,realDonaldTrump,1.08719E+17,"Just more disinformation by the Democrats, like the Russia, Russia, Russia Scam, Impeachment Hoax #1, Impeachment Hoax #2, the long running Mueller Report, which ended in No Collusion, and so much more. Now that we have found the answers to these crooked, election changing events, why is the Justice Department not prosecuting those responsible? Plenty of time left!",0
2022-07-31 12:42:14.858000+00:00,realDonaldTrump,1.08742E+17,"RT: https://truthsocial.com/users/realDonaldTrump/statuses/108731190332757267Because she’s Lonely, and Crazy as a bedbug! She needs to be away from home, especially at this moment, even if it starts World War III.",0
2022-08-05 06:07:55.541000+00:00,realDonaldTrump,1.08769E+17,"RT @realDonaldTrumpI am leading in every poll, by a lot, and the Democrats are doing everything they can to change that, even if it’s another Russia, Russia, Russia Hoax, Mueller Scam, Impeachment waste of time, or whatever. The same lying people saying the same kind of thing. I only want to MAKE AMERICA GREAT AGAIN!",0
2022-08-07 01:41:12.074000+00:00,realDonaldTrump,1.08779E+17,"America’s comeback begins THIS NOVEMBER—and it will continue onward with unstoppable momentum to November 2024.We are going to keep on working. We are going to keep on fighting. We are going to keep on winning, and we are going to GET OUR COUNTRY BACK!As long as we do not lose our spirit, our movement will NEVER be defeated—it will only get STRONGER with each passing day. Thank you CPAC! #MAGA",0
2022-08-07 22:45:10.910000+00:00,realDonaldTrump,1.08784E+17,"Why won’t the criminals on the Unselect Committee discuss the massive evidence concerning the Fraud and Irregularities having to do with the 2020 Presidential Election, the reason people came to Washington in the first place? Why won’t they discuss the 10,000 to 20,000 soldiers that I recommended, but weren’t used? Why won’t they talk about the fraudulent Russia, Russia, Russia Hoax, headed up by most of the same people who are now on the Unselect Committee? It’s all a big SCAM!",0
2022-08-09 20:53:54.872000+00:00,realDonaldTrump,1.08795E+17,"A horrible thing that took place yesterday at Mar-a-Lago. We are no better than a third world country, a banana republic. It is a continuation of Russia, Russia, Russia, Impeachment Hoax #1, Impeachment Hoax # 2, the no collusion Mueller Report, and more. To make matters worse it is all, in my opinion, a coordinated attack with Radical Left Democrat state &amp; local D.A.’s &amp; A.G.’s.",0
2022-08-11 19:52:08.088000+00:00,realDonaldTrump,1.08806E+17,"My attorneys and representatives were cooperating fully, and very good relationships had been established. The government could have had whatever they wanted, if we had it. They asked us to put an additional lock on a certain area - DONE! Everything was fine, better than that of most previous Presidents, and then, out of nowhere and with no warning, Mar-a-Lago was raided, at 6:30 in the morning, by VERY large numbers of agents, and even  “safecrackers.” They got way ahead of themselves. Crazy!",0
2022-08-12 03:39:44.377000+00:00,realDonaldTrump,1.08808E+17,"Not only will I not oppose the release of documents related to the unAmerican, unwarranted, and unnecessary raid and break-in of my home in Palm Beach, Florida, Mar-a-Lago, I am going a step further by ENCOURAGING the immediate release of those documents, even though they have been drawn up by radical left Democrats and possible future political opponents, who have a strong and powerful vested interest in attacking me, much as they have done for the last 6 years…",0
2022-08-13 18:35:09.075000+00:00,realDonaldTrump,1.08817E+17,https://thefederalist.com/videos/davis-trump-raid-is-the-fbis-declaration-of-war-against-the-american-people/,0
2022-08-14 05:18:57.513000+00:00,realDonaldTrump,1.0882E+17,"RT @DaKine17“…people that were senior career civil servants violated the law, committed crimes, and covered up crimes by Obama, the DNC and Hillary Clinton -- but more than that they tried to frame an incoming president with a false Russian conspiracy that never existed, and they knew it, and they plotted to ruin him as a candidate and then destroy him as a president.""  https://investorshub.advfn.com/boards/read_msg.aspx?message_id=168993594",0
2022-08-14 05:19:11.502000+00:00,realDonaldTrump,1.0882E+17,"RT @DaKine17“The naked collusion to commit treason, espionage, sedition, etc. against a POTUS and the American Republic is now apparent. TheObama administration recklessly conspired with the U.S. Intelligence Community, various British Intelligence agencies and other foreign agents to sabotage the 2016 U.S. presidential election and fabricated a fake “Russian collusion” story to cover up their unparalleled crime spree."" http://stateofthenation2012.com/?p=100267#more-100267",0
2022-08-14 12:03:27.945000+00:00,realDonaldTrump,1.08821E+17,"….The Inspector General said the FBI acted with “gross incompetence and negligence.” I was fully vindicated in the Russia, Russia, Russia SCAM, the “No Collusion” Mueller Investigation, Impeachment Hoax #1, Impeachment Hoax #2, and all else. NOW THEY RAID MY HOME, ban my lawyers and, without any witnesses allowed, break the lock that they asked us to install on the storage area that we showed them early on, which held papers that they could have had months ago for the asking, and without…..",0
2022-08-15 13:43:10.598000+00:00,realDonaldTrump,1.08827E+17,RT @PatriotwarriorG,0
2022-08-19 20:32:32.613000+00:00,realDonaldTrump,1.08851E+17,"Never in our Country’s history has there been a time where law enforcement has been so viciously and violently involved in the life and times of politics in our Nation. Even in light of the fact that they violated the Russia, Russia, Russia Scam, Impeachment Hoax #1, Impeachment Hoax #2, the Mueller Witch Hunt, lied many times before Congress, and on many occasions put out fraudulent information before the FISA Court, they continue. They have no shame. They are destroying our Country!",1
2022-08-22 21:45:33.408000+00:00,realDonaldTrump,1.08869E+17,"We have just filed a motion in the U.S. District Court for the Southern District of Florida strongly asserting my rights, including under the Fourth Amendment of our Constitution, regarding the unnecessary, unwarranted, and unAmerican Break-In by dozens of FBI agents, and others, of my home, Mar-a-Lago, in Palm Beach, Florida…",1
2022-08-23 20:10:16.781000+00:00,realDonaldTrump,1.08874E+17,"Incredible (and irrefutably correct!) OPINION in today’s Wall Street Journal by highly respected constitutional scholars David B. Rivkin Jr. and Lee A. Casey, entitled, “The Trump Warrant Had No Legal Basis: A former’s president’s rights under the Presidential Records Act trump the statutes the FBI cited.” In other words, this assault on my home should NEVER have happened. A political weaponization of law Enforcement. What will I now do to get my reputation back?",1
2022-08-27 19:54:56.312000+00:00,realDonaldTrump,1.08897E+17,INVASION OF PRIVACY!!!,1
2022-08-28 22:15:34.126000+00:00,realDonaldTrump,1.08903E+17,"Here we go again! The Radical Left Dems fraudulently created the now fully debunked Russia, Russia, Russia Hoax, they got caught and failed, but tried to get me with “obstructing” their Fake investigation of their fraudulent, made up story. So, they make up a vicious &amp; fake story, I fight it, and they claim I obstructed the investigation. It didn’t work, but now they are doing the same thing with the RAID on Mar-a-Lago assault. I did nothing wrong, they did. It is prosecutorial misconduct!",1
2022-08-28 22:37:26.134000+00:00,realDonaldTrump,1.08903E+17,"The DOJ and FBI are practicing Election Interference at the highest and most dishonest level our Country has ever seen before, both in the Midterms, and the 2024 Presidential Election. They allowed spying on my campaign (and did nothing!), told Facebook and the Media that the Laptop from Hell was “Russian Disinformation” (it wasn’t!), and now they don’t want anyone to read the words and meaning of the very important Presidential Records Act, under which I did nothing wrong, BUT THEY DID - RAID!",1
2022-08-30 18:43:39.722000+00:00,realDonaldTrump,1.08913E+17,https://www.theepochtimes.com/upcoming-artemis-1-launch-a-step-towards-completing-trumps-objective_4689114.html,1
2022-08-30 21:45:04.169000+00:00,realDonaldTrump,1.08914E+17,"Wasn’t this done to discredit and demean lawyer Michael Cohen, who they said was in Czechoslovakia dealing with Russia, Russia, Russia when, in fact, it was confirmed that he was in California with his son. Theirs was a big, corrupt, and totally fabricated story at the time. It went away quickly after the real facts were confirmed!",1
2022-08-30 22:49:52.424000+00:00,realDonaldTrump,1.08914E+17,"…The fact is that the FBI told Facebook the “Laptop from Hell” was Russian disinformation when they knew very well that it was not. This Fake statement alone changed the outcome of the Election by millions of votes, and it was by no means the only corruption which took place. Sadly, the Media in our Country is so afraid of being sued that they never want to mention anything having to do with the corrupt Election of 2020!",1
2022-09-02 04:09:48.849000+00:00,realDonaldTrump,1.08927E+17,"If you look at the words and meaning of the awkward and angry Biden speech tonight, he threatened America, including with the possible use of military force. He must be insane, or suffering from late stage dementia!",1
2022-09-06 16:04:21.264000+00:00,realDonaldTrump,1.08952E+17,"The Fake News Mainstream Media, Democrats, and RINOs are obsessed with pushing the latest Witch Hunt against me.All American Patriots know that I always do everything “by the book” and that this Hoax will fail miserably just like the Russia, Russia, Russia Scam, Impeachment Hoax # 1, Impeachment Hoax #2, and all other attempts, perpetrated by the same people, to weaponize Law Enforcement against the 45th President, me. We have to rescue our great Country.Make America Great Again!",1
2022-09-07 04:02:45.942000+00:00,realDonaldTrump,1.08955E+17,"The fired FBI Agent who was walked out of the FBI Headquarters Building two weeks ago, and who said, falsely, to Facebook and the Media that the Laptop from Hell was Russian Disinformation, has been a greater source in convincing people that the 2020 Presidential Election was Rigged than even the tapes of millions of ballots being stuffed into the voting machines - “2000 Mules.”So they spy on my campaign, Rigged &amp; Stole the Election, and go after me for doing nothing wrong. Only in America!!!",1
2022-09-11 22:25:25.669000+00:00,realDonaldTrump,1.08982E+17,https://nypost.com/2022/06/11/the-fbi-knew-russiagate-was-a-lie-but-hid-that-truth/,1
